"","FamilyName","GivenName","HonorificPrefix","Age","PasClass_CrewDep","Ticket_Full_No","Fare__Old_Pounds","Fare__Old_Shillings","Fare__Old_Pennies","Fare_in_GBP","PortEmba","Job","Passenger_link","Pict_link","Pict_alt","Boat_Body","Passenger_status","FullName","Website_AgeNo"
"1082","KREUCHEN","Emilie","Miss","29","1st Class PassengerServant","24160",211,6,NA,211.3,"Southampton","Personal Maid","https://www.encyclopedia-titanica.org/titanic-survivor/emilie-kreuchen.html","https://www.encyclopedia-titanica.org/files/1/emilie-kreuchen.jpg","E. Kreuchen","2","Survivor","KREUCHEN, Miss Emilie
",29
"1083","LARSSON","August Viktor","Mr","29","3rd Class Passenger","7545",9,9,NA,9.45,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/august-viktor-larsson.html",NA,NA,NA,"Survivor","LARSSON, Mr August Viktor
",29
"1084","LARSSON","Bengt Edvin","Mr","29","3rd Class Passenger","347067",7,15,NA,7.75,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/bengt-edvin-larsson.html",NA,NA,NA,"Survivor","LARSSON, Mr Bengt Edvin
",29
"1085","LEE","Henry Reginald","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Scullion","https://www.encyclopedia-titanica.org/titanic-survivor/f-martin.html",NA,NA,"13","Survivor","LEE, Mr Henry Reginald
",29
"1086","LLOYD","William","Mr","29","Engineering CrewSubstitute Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/william-lloyd.html",NA,NA,NA,"Survivor","LLOYD, Mr William
",29
"1087","LONG","Milton Clyde","Mr","29","1st Class Passenger","113501",30,NA,NA,30,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/milton-clyde-long.html",NA,NA,"[126]","Survivor","LONG, Mr Milton Clyde
",29
"1088","LOWE","Harold Godfrey","Mr","29","Deck CrewTitanic Officers",NA,NA,NA,NA,NA,"Belfast","5th. Officer","https://www.encyclopedia-titanica.org/titanic-survivor/harold-godfrey-lowe.html","https://www.encyclopedia-titanica.org/images/lowesketch1_thm.jpg","H. Lowe","14","Survivor","LOWE, Mr Harold Godfrey
",29
"1089","LULIC","Nikola","Mr","29","3rd Class Passenger","315098",8,13,NA,8.65,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/nikola-lulic.html","https://www.encyclopedia-titanica.org/files/1/nicola-lulic.jpg","N. Lulic","15","Survivor","LULIC, Mr Nikola
",29
"1090","MäKINEN","Kalle Edvard","Mr","29","3rd Class Passenger","3101268",7,18,NA,7.9,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/kalle-edvard-makinen.html",NA,NA,NA,"Survivor","MäKINEN, Mr Kalle Edvard
",29
"1091","MARéCHAL","Pierre","Mr","29","1st Class Passenger","11774",29,14,NA,29.7,"Cherbourg","Aviator","https://www.encyclopedia-titanica.org/titanic-survivor/pierre-marechal.html","https://www.encyclopedia-titanica.org/images/marechal_p.jpg","P. Maréchal","7","Survivor","MARéCHAL, Mr Pierre
",29
"1092","MATHIAS","Montague Vincent","Mr","29","Deck Crew",NA,NA,NA,NA,NA,"Southampton","Mess Steward","https://www.encyclopedia-titanica.org/titanic-victim/montague-vincent-mathias.html",NA,NA,NA,"Survivor","MATHIAS, Mr Montague Vincent
",29
"1093","MCCOY","Agnes","Miss","29","3rd Class Passenger","367226",23,5,NA,23.25,"Queenstown",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/agnes-mccoy.html",NA,NA,"16","Survivor","MCCOY, Miss Agnes
",29
"1094","MCGANN","James","Mr","29","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgann.html",NA,NA,NA,"Survivor","MCGANN, Mr James
",29
"1095","MOOR","Beila","Mrs","29","3rd Class Passenger","392096",12,9,NA,12.45,"Southampton","Tailor","https://www.encyclopedia-titanica.org/titanic-survivor/beila-moor.html",NA,NA,"14","Survivor","MOOR, Mrs Beila
",29
"1096","MOORE","John J.","Mr","29","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/john-moore.html",NA,NA,"3","Survivor","MOORE, Mr John J.
",29
"1097","MOSS","Albert Johan","Mr","29","3rd Class Passenger","312991",7,15,NA,7.75,"Southampton","Seaman","https://www.encyclopedia-titanica.org/titanic-survivor/albert-johan-moss.html","https://www.encyclopedia-titanica.org/files/137626/thumbnails/albert_moss_aged_29_in_1912_137626_16620.jpg","A. Moss","B","Survivor","MOSS, Mr Albert Johan
",29
"1098","NA<U+1E63>R ALLaH","Niqula Khalil","Mr","29","2nd Class Passenger","237736",30,1,NA,30.05,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/nicholas-nasser.html",NA,NA,"[43]","Survivor","NA<U+1E63>R ALLaH, Mr Niqula Khalil
",29
"1099","NIEMINEN","Manta Josefina","Miss","29","3rd Class Passenger","3101297",7,18,NA,7.9,"Southampton","Servant","https://www.encyclopedia-titanica.org/titanic-victim/manta-josefina-nieminen.html",NA,NA,NA,"Survivor","NIEMINEN, Miss Manta Josefina
",29
"1100","NYE","Elizabeth","Mrs","29","2nd Class Passenger","29395",10,10,NA,10.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-nye.html","https://www.encyclopedia-titanica.org/files/146979/thumbnails/elizabeth_nye_darby_nara_1920_146979_5766.jpg","E. Nye","11","Survivor","NYE, Mrs Elizabeth
",29
"1101","O'CONNOR","John","Mr","29","Engineering CrewSubstitute Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-survivor/john-oconnor.html",NA,NA,"B","Survivor","O'CONNOR, Mr John
",29
"1102","OMONT","Alfred Fernand","Mr","29","1st Class Passenger","12998",25,14,NA,25.7,"Cherbourg","Dealer","https://www.encyclopedia-titanica.org/titanic-survivor/alfred-fernand-omont.html",NA,NA,"7","Survivor","OMONT, Mr Alfred Fernand
",29
"1103","PAINTER","Frank","Mr","29","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/frank-painter.html",NA,NA,NA,"Survivor","PAINTER, Mr Frank
",29
"1104","PAINTIN","James Arthur","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Captain's Steward (Tiger)","https://www.encyclopedia-titanica.org/titanic-victim/james-arthur-paintin.html","https://www.encyclopedia-titanica.org/images/paintin_2_thm.jpg","J. Paintin",NA,"Survivor","PAINTIN, Mr James Arthur
",29
"1105","PALLàS I CASTELLó","Emili","Sr.","29","2nd Class Passenger","2147",13,17,NA,13.85,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/emilio-pallas-y-castello.html",NA,NA,"9","Survivor","PALLàS I CASTELLó, Sr. Emili
",29
"1106","PåLSSON","Alma Cornelia","Mrs","29","3rd Class Passenger","349909",21,1,NA,21.05,"Southampton","Housewife","https://www.encyclopedia-titanica.org/titanic-victim/alma-cornelia-palsson.html","https://www.encyclopedia-titanica.org/images/paulsson_a.jpg","A. Pålsson","[206]","Survivor","PåLSSON, Mrs Alma Cornelia
",29
"1107","PEARS","Thomas Clinton","Mr","29","1st Class Passenger","113776",66,12,NA,66.6,"Southampton","Of Independent Means","https://www.encyclopedia-titanica.org/titanic-victim/thomas-clinton-pears.html","https://www.encyclopedia-titanica.org/images/pears_t_thm.jpg","T. Pears",NA,"Survivor","PEARS, Mr Thomas Clinton
",29
"1108","PETROFF","Pastcho","Mr","29","3rd Class Passenger","349215",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/pastcho-petroff.html",NA,NA,NA,"Survivor","PETROFF, Mr Pastcho
",29
"1109","RANDALL","Frank Henry","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/frank-henry-randall.html",NA,NA,NA,"Survivor","RANDALL, Mr Frank Henry
",29
"1110","RANGER","Thomas","Mr","29","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Greaser","https://www.encyclopedia-titanica.org/titanic-survivor/thomas-ranger.html","https://www.encyclopedia-titanica.org/files/1/thomas-ranger-thm.jpg","T. Ranger","4","Survivor","RANGER, Mr Thomas
",29
"1111","REYNALDS","Encarnación","Sra.","29","2nd Class Passenger","230434",13,NA,NA,13,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/encarnacion-reynaldo.html",NA,NA,"9","Survivor","REYNALDS, Sra. Encarnación
",29
"1112","RIDOUT","Walter George","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Second Class Saloon Steward","https://www.encyclopedia-titanica.org/titanic-victim/w-ridout.html",NA,NA,NA,"Survivor","RIDOUT, Mr Walter George
",29
"1113","RIGHINI","Sante","Mr","29","1st Class PassengerServant","17760",135,12,NA,135.6,"Cherbourg","Servant","https://www.encyclopedia-titanica.org/titanic-victim/sante-righini.html",NA,NA,"[232]","Survivor","RIGHINI, Mr Sante
",29
"1114","RIMMER","Gilbert","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-victim/gilbert-rimmer.html",NA,NA,NA,"Survivor","RIMMER, Mr Gilbert
",29
"1115","SALONEN","Johan Werner","Mr","29","3rd Class Passenger","3101296",7,18,NA,7.9,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/johan-werner-salonen.html",NA,NA,NA,"Survivor","SALONEN, Mr Johan Werner
",29
"1116","SCHEERLINCK","Jean","Mr","29","3rd Class Passenger","345779",9,10,NA,9.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/jean-scheerlinck.html",NA,NA,"11","Survivor","SCHEERLINCK, Mr Jean
",29
"1117","SHARP","Percival","Mr","29","2nd Class Passenger","244358",26,NA,NA,26,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/percival-sharp.html",NA,NA,NA,"Survivor","SHARP, Mr Percival
",29
"1118","SIEBERT","Sidney Conrad","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Bed Room Steward","https://www.encyclopedia-titanica.org/titanic-victim/sidney-conrad-siebert.html",NA,NA,"4","Survivor","SIEBERT, Mr Sidney Conrad
",29
"1119","SMILLIE","John Downing","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-victim/john-smillie.html","https://www.encyclopedia-titanica.org/files/1/smillie.jpg","J. Smillie","[91]","Survivor","SMILLIE, Mr John Downing
",29
"1120","STONE","Edward Thomas","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Bedroom Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/edward-thomas-stone.html",NA,NA,"[243]","Survivor","STONE, Mr Edward Thomas
",29
"1121","STRöM","Elna Matilda","Mrs","29","3rd Class Passenger","347054",10,9,NA,10.45,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/elna-matilda-strom.html",NA,NA,NA,"Survivor","STRöM, Mrs Elna Matilda
",29
"1122","TOMS","Fred","Mr","29","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-survivor/fred-toms.html",NA,NA,"15","Survivor","TOMS, Mr Fred
",29
"1123","TU'MAH AL-SAYQALi","Assaf Jirjis","Mr","29","3rd Class Passenger","2692",7,4,NA,7.2,"Cherbourg","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/assaf-gerios-thamah.html",NA,NA,NA,"Survivor","TU'MAH AL-SAYQALi, Mr Assaf Jirjis
",29
"1124","TURPIN","William John","Mr","29","2nd Class Passenger","11668",21,NA,NA,21,"Southampton","Carpenter / Joiner","https://www.encyclopedia-titanica.org/titanic-victim/william-turpin.html",NA,NA,NA,"Survivor","TURPIN, Mr William John
",29
"1125","WELLS","Addie Dart","Mrs","29","2nd Class Passenger","29103",23,NA,NA,23,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/addie-dart-wells.html","https://www.encyclopedia-titanica.org/images/wells_ah2_thm.jpg","A. Wells","14","Survivor","WELLS, Mrs Addie Dart
",29
"1126","ZIMMERMANN","Leo","Mr","29","3rd Class Passenger","315082",7,17,NA,7.85,"Southampton","Farmer","https://www.encyclopedia-titanica.org/titanic-victim/leo-zimmermann.html",NA,NA,NA,"Survivor","ZIMMERMANN, Mr Leo
",29
"1127","ABELSON","Samuel","Mr","30","2nd Class Passenger","3381",24,NA,NA,24,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/samuel-abelson.html",NA,NA,NA,"Victim","ABELSON, Mr Samuel
",30
"1128","ÅDAHL","Mauritz","Mr","30","3rd Class Passenger","7076",7,5,NA,7.25,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/mauritz-adahl.html",NA,NA,"[72]","Victim","ÅDAHL, Mr Mauritz
",30
"1129","ALLEN","Henry","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/henry-allen.html",NA,NA,"[145]","Victim","ALLEN, Mr Henry
",30
"1130","ALLISON","Hudson Joshua Creighton","Mr","30","1st Class Passenger","113781",151,16,NA,151.8,"Southampton","Businessman","https://www.encyclopedia-titanica.org/titanic-victim/hudson-joshua-creighton.html","https://www.encyclopedia-titanica.org/files/1/hudson-jc-allison-thm.jpg","H. Allison","[135]","Victim","ALLISON, Mr Hudson Joshua Creighton
",30
"1131","BARLOW","Charles Henry","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/charles-barlow.html",NA,NA,NA,"Victim","BARLOW, Mr Charles Henry
",30
"1132","BAZZi","Rashid Al-Haj 'Adb al-Husayn","Mr","30","3rd Class Passenger","2629",7,4,NA,7.2,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-victim/raihed-razi.html",NA,NA,NA,"Victim","BAZZi, Mr Rashid Al-Haj 'Adb al-Husayn
",30
"1133","BENHAM","Fred John","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/frederick-benham.html",NA,NA,NA,"Victim","BENHAM, Mr Fred John
",30
"1134","BENNETT","George Alfred","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html","https://www.encyclopedia-titanica.org/images/bennett.jpg","G. Bennett",NA,"Victim","BENNETT, Mr George Alfred
",30
"1135","BOCHATAY","Alexis Joseph","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Chef","https://www.encyclopedia-titanica.org/titanic-victim/alexis-joseph-bochatay.html",NA,NA,NA,"Victim","BOCHATAY, Mr Alexis Joseph
",30
"1136","BONNELL","Caroline","Miss","30","1st Class Passenger","36928",164,17,NA,164.85,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/caroline-bonnell.html","https://www.encyclopedia-titanica.org/images/caroline_bonnell_1923_100.jpg","C. Bonnell","8","Victim","BONNELL, Miss Caroline
",30
"1137","BRACKEN","James Hollen","Mr","30","2nd Class Passenger","220367",13,NA,NA,13,"Southampton","Stockman","https://www.encyclopedia-titanica.org/titanic-victim/james-bracken.html","https://www.encyclopedia-titanica.org/files/1/james-bracken-titanic.jpg","J. Bracken",NA,"Victim","BRACKEN, Mr James Hollen
",30
"1138","BREWER","Harry","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/henry-harry-brewer.html",NA,NA,NA,"Victim","BREWER, Mr Harry
",30
"1139","BROWN","Joseph","Mr","30","Engineering CrewSubstitute Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/joseph-james-brown.html",NA,NA,NA,"Victim","BROWN, Mr Joseph
",30
"1140","BURKE","Richard Edward","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Belfast","Lounge Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-victim/richard-edward-burke.html",NA,NA,NA,"Victim","BURKE, Mr Richard Edward
",30
"1141","CACIC","Marija","Miss","30","3rd Class Passenger","315084",8,13,NA,8.65,"Southampton","Farm Labourer","https://www.encyclopedia-titanica.org/titanic-victim/marija-cacic.html",NA,NA,NA,"Victim","CACIC, Miss Marija
",30
"1142","CALDERWOOD","Hugh","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Belfast","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/hugh-calderwood.html",NA,NA,NA,"Victim","CALDERWOOD, Mr Hugh
",30
"1143","CHAPMAN","Sarah Elizabeth","Mrs","30","2nd Class Passenger","29037",26,NA,NA,26,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/sara-elizabeth-chapman.html",NA,NA,NA,"Victim","CHAPMAN, Mrs Sarah Elizabeth
",30
"1144","CHERRY","Gladys","Miss","30","1st Class Passenger","110152",86,10,NA,86.5,"Southampton","Of Independent Means","https://www.encyclopedia-titanica.org/titanic-survivor/gladys-cherry.html","https://www.encyclopedia-titanica.org/images/cherry_g.jpg","G. Cherry","8","Victim","CHERRY, Miss Gladys
",30
"1145","COLLYER","Charlotte Caroline","Mrs","30","2nd Class Passenger","31921",26,5,NA,26.25,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/charlotte-annie-collyer.html","https://www.encyclopedia-titanica.org/files/1/charlotte-collyer.jpg","C. Collyer","14","Victim","COLLYER, Mrs Charlotte Caroline
",30
"1146","CORBETT","Irene","Mrs","30","2nd Class Passenger","237249",13,NA,NA,13,"Southampton","Musician","https://www.encyclopedia-titanica.org/titanic-victim/irene-corbett.html","https://www.encyclopedia-titanica.org/images/corbett_icsm.jpg","I. Corbett",NA,"Victim","CORBETT, Mrs Irene
",30
"1147","CORNBLATT","Harris","Mr","30","3rd Class Passenger","SOTON/OQ 392090",8,1,NA,8.05,"Southampton","Upholsterer","https://www.encyclopedia-titanica.org/titanic-victim/harry-corn.html",NA,NA,NA,"Victim","CORNBLATT, Mr Harris
",30
"1148","COUPER","Robert Frederick William","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/robert-couper.html","https://www.encyclopedia-titanica.org/files/1/robert-couper-titanic-survivor-thm.jpg","R. Couper","3","Victim","COUPER, Mr Robert Frederick William
",30
"1149","COX","William Denton","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Third class steward","https://www.encyclopedia-titanica.org/titanic-victim/william-denton-cox.html",NA,NA,"[300]","Victim","COX, Mr William Denton
",30
"1150","CROWE","George Frederick","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward","https://www.encyclopedia-titanica.org/titanic-survivor/george-frederick-crowe.html",NA,NA,"14","Victim","CROWE, Mr George Frederick
",30
"1151","DE MULDER","Theodoor","Mr","30","3rd Class Passenger","345774",9,10,NA,9.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/theodoor-de-mulder.html",NA,NA,"11","Victim","DE MULDER, Mr Theodoor
",30
"1152","DENKOFF","Mitto","Mr","30","3rd Class Passenger","349225",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/mitto-denkoff.html",NA,NA,NA,"Victim","DENKOFF, Mr Mitto
",30
"1153","DURáN I MONé","Florentina","Sra.","30","2nd Class Passenger","2148",13,17,NA,13.85,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/florentina-duran-y-more.html",NA,NA,"12","Victim","DURáN I MONé, Sra. Florentina
",30
"1154","FAY","Thomas Joseph","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Greaser","https://www.encyclopedia-titanica.org/titanic-victim/thomas-joseph-fay.html","https://www.encyclopedia-titanica.org/files/1/thomas-fay-thm.jpg","T. Fay",NA,"Victim","FAY, Mr Thomas Joseph
",30
"1155","FOREMAN","Benjamin Laventall","Mr","30","1st Class Passenger","113051",27,15,NA,27.75,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/benjamin-foreman.html",NA,NA,NA,"Victim","FOREMAN, Mr Benjamin Laventall
",30
"1156","FRASER","J.","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/j-fraser.html",NA,NA,NA,"Victim","FRASER, Mr J.
",30
"1157","FRASER","James","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Belfast","Junior Assistant 3rd. Engineer","https://www.encyclopedia-titanica.org/titanic-victim/james-fraser.html","https://www.encyclopedia-titanica.org/files/1/james-fraser-thm2.jpg","J. Fraser",NA,"Victim","FRASER, Mr James
",30
"1158","GIVARD","Hans Kristensen","Mr","30","2nd Class Passenger","250646",13,NA,NA,13,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/hans-kristensen-givard.html","https://www.encyclopedia-titanica.org/images/givard_hk.jpg","H. Givard","[305]","Victim","GIVARD, Mr Hans Kristensen
",30
"1159","GOLLOP","Percival Salisbury","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Passage Cook","https://www.encyclopedia-titanica.org/titanic-victim/f-gollop.html",NA,NA,NA,"Victim","GOLLOP, Mr Percival Salisbury
",30
"1160","GUNN","Joseph Alfred","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Assistant Saloon Steward (2nd Class)","https://www.encyclopedia-titanica.org/titanic-victim/joseph-alfred-gunn.html",NA,NA,NA,"Victim","GUNN, Mr Joseph Alfred
",30
"1161","HALE","Reginald","Mr","30","2nd Class Passenger","250653",13,NA,NA,13,"Southampton","Gardener","https://www.encyclopedia-titanica.org/titanic-victim/reginald-hale.html",NA,NA,"[75]","Victim","HALE, Mr Reginald
",30
"1162","HANNAM","George","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/george-hannam.html",NA,NA,NA,"Victim","HANNAM, Mr George
",30
"1163","HEINEN","Joseph Dominichus","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (2nd class)","https://www.encyclopedia-titanica.org/titanic-victim/joseph-heinen.html",NA,NA,NA,"Victim","HEINEN, Mr Joseph Dominichus
",30
"1164","HENDEKOVIc","Ignjac","Mr","30","3rd Class Passenger","349243",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/ignjac-hendekovic.html",NA,NA,"[306]","Victim","HENDEKOVIc, Mr Ignjac
",30
"1165","HICKMAN","Lewis","Mr","30","2nd Class Passenger","14879",73,10,NA,73.5,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/lewis-hickman.html","https://www.encyclopedia-titanica.org/images/hickman_lew_thm.jpg","L. Hickman","[256]","Victim","HICKMAN, Mr Lewis
",30
"1166","HINTON","Stephen William","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Trimmer","https://www.encyclopedia-titanica.org/titanic-victim/stephen-william-hinton.html",NA,NA,"[85]","Victim","HINTON, Mr Stephen William
",30
"1167","JACKOPSON","John Henry","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/john-jacobson.html",NA,NA,NA,"Victim","JACKOPSON, Mr John Henry
",30
"1168","JALšEVAC","Ivan","Mr","30","3rd Class Passenger","349240",7,17,NA,7.85,"Cherbourg",NA,"https://www.encyclopedia-titanica.org/titanic-survivor/ivan-jalsevac.html",NA,NA,"15","Victim","JALšEVAC, Mr Ivan
",30
"1169","JOHANSSON","Nils","Mr","30","3rd Class Passenger","347467",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/nils-johansson.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/nils_johansson_1_10001.jpg","N. Johansson",NA,"Victim","JOHANSSON, Mr Nils
",30
"1170","JUPE","Boykett Herbert","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Electrician","https://www.encyclopedia-titanica.org/titanic-victim/herbert-jupe.html","https://www.encyclopedia-titanica.org/files/admin/images/herbert-jupe_GB_t.jpg","B. Jupe","[73]","Victim","JUPE, Mr Boykett Herbert
",30
"1171","KARAJIC","Milan","Mr","30","3rd Class Passenger","349246",7,17,NA,7.85,"Southampton","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/milan-karajic.html",NA,NA,NA,"Victim","KARAJIC, Mr Milan
",30
"1172","KEEN","Percy Edward","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Saloon Steward (1st class)","https://www.encyclopedia-titanica.org/titanic-survivor/percy-edward-keen.html",NA,NA,"15","Victim","KEEN, Mr Percy Edward
",30
"1173","KENNELL","Charles","Mr","30","Victualling Crew",NA,NA,NA,NA,NA,"Southampton","Hebrew Cook","https://www.encyclopedia-titanica.org/titanic-victim/charles-kennell.html",NA,NA,NA,"Victim","KENNELL, Mr Charles
",30
"1174","KINSELLA","Louis","Mr","30","Engineering CrewSubstitute Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-victim/louis-kinsella.html",NA,NA,NA,"Victim","KINSELLA, Mr Louis
",30
"1175","LEWY","Ervin G.","Mr","30","1st Class Passenger","17612",27,14,NA,27.7,"Cherbourg","Jeweller","https://www.encyclopedia-titanica.org/titanic-victim/ervin-lewy.html",NA,NA,NA,"Victim","LEWY, Mr Ervin G.
",30
"1176","LINDELL","Elin Gerda","Mrs","30","3rd Class Passenger","349910",15,11,NA,15.55,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/elin-gerda-lindell.html","https://www.encyclopedia-titanica.org/files/1/thumbnails/elin_gerda_lindell_photograph_1_10008.jpg","E. Lindell","A","Victim","LINDELL, Mrs Elin Gerda
",30
"1177","LINDSAY","William Charles","Mr","30","Engineering Crew",NA,NA,NA,NA,NA,"Southampton","Fireman","https://www.encyclopedia-titanica.org/titanic-survivor/william-charles-lindsay.html","https://www.encyclopedia-titanica.org/files/1/william-lindsay_thm.jpg","W. Lindsay","3","Victim","LINDSAY, Mr William Charles
",30
"1178","LORING","Joseph Holland","Mr","30","1st Class Passenger","113801",45,10,NA,45.5,"Southampton","Stockbroker","https://www.encyclopedia-titanica.org/titanic-victim/joseph-holland-loring.html","https://www.encyclopedia-titanica.org/images/j_loring_thm.jpg","J. Loring",NA,"Victim","LORING, Mr Joseph Holland
",30
"1179","LYMPEROPOULUS","Panagiotis K.","Mr","30","3rd Class Passenger","2683",6,8,NA,6.4,"Cherbourg","General Labourer","https://www.encyclopedia-titanica.org/titanic-victim/panagiotis-lymperopoulus.html",NA,NA,"[196]","Victim","LYMPEROPOULUS, Mr Panagiotis K.
",30
"1180","MAGUIRE","John Edward","Mr","30","1st Class Passenger","110469",26,NA,NA,26,"Southampton",NA,"https://www.encyclopedia-titanica.org/titanic-victim/john-edward-maguire.html",NA,NA,NA,"Victim","MAGUIRE, Mr John Edward
",30
